code,role
702560,{"id":1802,"name":"702560_ganze_kilifi"}
709398,{"id":1807,"name":"709398_kaloleni_kilifi"}
708642,{"id":1812,"name":"708642_kamukunji_nairobi"}
601781,{"id":1817,"name":"601781_kilifinorth_kilifi"}
600690,{"id":1821,"name":"600690_shinyalu_kakamega"}
601060,{"id":1826,"name":"601060_tinderet_nandi"}
703166,{"id":1830,"name":"703166_rachuonyonorth_homabay"}
702109,{"id":1835,"name":"702109_dagorettinorth_nairobi"}
710248,{"id":1840,"name":"710248_nandihills_nandi"}
709015,{"id":1845,"name":"709015_westlands_nairobi"}
702008,{"id":1850,"name":"702008_westlands_nairobi"}
702086,{"id":1855,"name":"702086_westlands_nairobi"}
602622,{"id":1860,"name":"602622_rarieda_siaya"}
701032,{"id":1865,"name":"701032_mwinginorth_kitui"}
701765,{"id":1870,"name":"701765_mathirawest_nyeri"}
600455,{"id":1875,"name":"600455_subasouth_homabay"}
600334,{"id":1880,"name":"600334_rachuonyonorth_homabay"}
710124,{"id":1885,"name":"710124_tinderet_nandi"}
702053,{"id":1890,"name":"702053_westlands_nairobi"}
601750,{"id":1895,"name":"601750_kaloleni_kilifi"}
701938,{"id":1900,"name":"701938_starehe_nairobi"}
701990,{"id":1905,"name":"701990_dagorettinorth_nairobi"}
600467,{"id":1910,"name":"600467_subasouth_homabay"}
700801,{"id":1915,"name":"700801_matungu_kakamega"}
702983,{"id":1920,"name":"702983_rangwe_homabay"}
600170,{"id":1925,"name":"600170_subanorth_homabay"}
701031,{"id":1930,"name":"701031_mwinginorth_kitui"}
711938,{"id":1934,"name":"711938_mosop_nandi"}
708529,{"id":1941,"name":"708529_kuresoinorth_nakuru"}
708559,{"id":1946,"name":"708559_soinsigowet_kericho"}
701883,{"id":1951,"name":"701883_roysambu_nairobi"}
701025,{"id":1956,"name":"701025_kuresoisouth_nakuru"}
600476,{"id":1961,"name":"600476_ugenya_siaya"}
601745,{"id":1966,"name":"601745_rabai_kilifi"}
701778,{"id":2985,"name":"701778_tetu_nyeri"}
711315,{"id":1975,"name":"711315_mosop_nandi"}
600398,{"id":1980,"name":"600398_rarieda_siaya"}
700448,{"id":2990,"name":"700448_lungalunga_kwale"}
708491,{"id":2995,"name":"708491_rongai_nakuru"}
711452,{"id":3000,"name":"711452_gilgil_nakuru"}
705645,{"id":3008,"name":"705645_manyatta_embu"}
700636,{"id":3012,"name":"700636_lugari_kakamega"}
708791,{"id":3017,"name":"708791_embakasisouth_nairobi"}
701925,{"id":3025,"name":"701925_westlands_nairobi"}
702228,{"id":3030,"name":"702228_kibra_nairobi"}
601035,{"id":3034,"name":"601035_naivasha_nakuru"}
602846,{"id":3039,"name":"602846_manyatta_embu"}
700754,{"id":3044,"name":"700754_navakholo_kakamega"}
700811,{"id":3048,"name":"700811_butere_kakamega"}
701738,{"id":3053,"name":"701738_makadara_nairobi"}
701113,{"id":3058,"name":"701113_mwingicentral_kitui"}
709926,{"id":3063,"name":"709926_naivasha_nakuru"}
600217,{"id":3068,"name":"600217_ndhiwa_homabay"}
709210,{"id":3073,"name":"709210_kilifisouth_kilifi"}
709933,{"id":3078,"name":"709933_naivasha_nakuru"}
602279,{"id":3082,"name":"602279_butere_kakamega"}
702016,{"id":3087,"name":"702016_westlands_nairobi"}
709412,{"id":3091,"name":"709412_kaloleni_kilifi"}
601669,{"id":3096,"name":"601669_kibra_nairobi"}
701117,{"id":3101,"name":"701117_mwingicentral_kitui"}
702039,{"id":3106,"name":"702039_embakasicentral_nairobi"}
700269,{"id":3111,"name":"700269_lungalunga_kwale"}
704448,{"id":3115,"name":"704448_soinsigowet_kericho"}
701355,{"id":3120,"name":"701355_kituicentral_kitui"}
708948,{"id":3125,"name":"708948_makadara_nairobi"}
601860,{"id":3130,"name":"601860_lungalunga_kwale"}
701291,{"id":3135,"name":"701291_ainamoi_kericho"}
702265,{"id":3139,"name":"702265_dagorettisouth_nairobi"}
602777,{"id":3144,"name":"602777_lurambi_kakamega"}
705159,{"id":3149,"name":"705159_ainamoi_kericho"}
701930,{"id":3153,"name":"701930_kamukunji_nairobi"}
703162,{"id":3158,"name":"703162_rachuonyonorth_homabay"}
700816,{"id":3162,"name":"700816_butere_kakamega"}
700878,{"id":3166,"name":"700878_likuyani_kakamega"}
708561,{"id":3170,"name":"708561_soinsigowet_kericho"}
704635,{"id":3175,"name":"704635_bureti_kericho"}
702047,{"id":3179,"name":"702047_makadara_nairobi"}
702558,{"id":3184,"name":"702558_ganze_kilifi"}
600409,{"id":3193,"name":"600409_rarieda_siaya"}
709217,{"id":3197,"name":"709217_kilifisouth_kilifi"}
700831,{"id":3201,"name":"700831_butere_kakamega"}
600051,{"id":3205,"name":"600051_gem_siaya"}
700755,{"id":3210,"name":"700755_navakholo_kakamega"}
709971,{"id":637,"name":"709971_nakuruwest_nakuru"}
601748,{"id":642,"name":"601748_rabai_kilifi"}
701911,{"id":647,"name":"701911_westlands_nairobi"}
708695,{"id":652,"name":"708695_dagorettinorth_nairobi"}
708975,{"id":657,"name":"708975_embakasieast_nairobi"}
600620,{"id":662,"name":"600620_butere_kakamega"}
713206,{"id":667,"name":"713206_rabai_kilifi"}
709923,{"id":672,"name":"709923_nakuruwest_nakuru"}
708669,{"id":677,"name":"708669_roysambu_nairobi"}
710060,{"id":682,"name":"710060_makadara_nairobi"}
701835,{"id":687,"name":"701835_rarieda_siaya"}
701895,{"id":692,"name":"701895_westlands_nairobi"}
700890,{"id":697,"name":"700890_mumiaswest_kakamega"}
600353,{"id":702,"name":"600353_rachuonyonorth_homabay"}
709502,{"id":707,"name":"709502_subukia_nakuru"}
700354,{"id":712,"name":"700354_mathiraeast_nyeri"}
602407,{"id":717,"name":"602407_embakasinorth_nairobi"}
601610,{"id":722,"name":"601610_dagorettisouth_nairobi"}
710436,{"id":727,"name":"710436_mukurwe-ini_nyeri"}
791822,{"id":1703,"name":"791822_rarieda_siaya"}
701933,{"id":1708,"name":"701933_makadara_nairobi"}
600143,{"id":1713,"name":"600143_kuriaeast_migori"}
602716,{"id":1717,"name":"602716_matungu_kakamega"}
600311,{"id":1721,"name":"600311_nyatike_migori"}
702157,{"id":1726,"name":"702157_starehe_nairobi"}
702151,{"id":1729,"name":"702151_dagorettisouth_nairobi"}
702099,{"id":1732,"name":"702099_mathare_nairobi"}
701300,{"id":1737,"name":"701300_embakasisouth_nairobi"}
706946,{"id":1742,"name":"706946_nyeritown_nyeri"}
703531,{"id":1746,"name":"703531_molo_nakuru"}
705174,{"id":1751,"name":"705174_ainamoi_kericho"}
700829,{"id":1754,"name":"700829_butere_kakamega"}
701792,{"id":1759,"name":"701792_rabai_kilifi"}
708875,{"id":1763,"name":"708875_starehe_nairobi"}
709618,{"id":1768,"name":"709618_kilifinorth_kilifi"}
709383,{"id":1773,"name":"709383_kaloleni_kilifi"}
708727,{"id":1780,"name":"708727_kasarani_nairobi"}
706938,{"id":1784,"name":"706938_nyeritown_nyeri"}
600618,{"id":1789,"name":"600618_butere_kakamega"}
702024,{"id":1798,"name":"702024_dagorettinorth_nairobi"}
602782,{"id":1803,"name":"602782_lurambi_kakamega"}
711116,{"id":1808,"name":"711116_manyatta_embu"}
700980,{"id":1813,"name":"700980_mumiaseast_kakamega"}
710040,{"id":1818,"name":"710040_njoro_nakuru"}
707140,{"id":1822,"name":"707140_luanda_vihiga"}
702004,{"id":1827,"name":"702004_mathare_nairobi"}
600322,{"id":1831,"name":"600322_rachuonyonorth_homabay"}
702566,{"id":1836,"name":"702566_mathiraeast_nyeri"}
702113,{"id":1841,"name":"702113_mathare_nairobi"}
700447,{"id":1846,"name":"700447_lungalunga_kwale"}
705640,{"id":1851,"name":"705640_manyatta_embu"}
708783,{"id":1856,"name":"708783_dagorettisouth_nairobi"}
708554,{"id":1861,"name":"708554_belgut_kericho"}
708979,{"id":1866,"name":"708979_embakasieast_nairobi"}
702232,{"id":1871,"name":"702232_kibra_nairobi"}
701220,{"id":1876,"name":"701220_kituicentral_kitui"}
703538,{"id":1881,"name":"703538_molo_nakuru"}
602424,{"id":1886,"name":"602424_soinsigowet_kericho"}
702041,{"id":1891,"name":"702041_makadara_nairobi"}
708071,{"id":1896,"name":"708071_nakurunorth_nakuru"}
600505,{"id":1901,"name":"600505_ugunja_siaya"}
600049,{"id":1906,"name":"600049_gem_siaya"}
700760,{"id":1911,"name":"700760_navakholo_kakamega"}
700288,{"id":1916,"name":"700288_tetu_nyeri"}
702263,{"id":1921,"name":"702263_kibra_nairobi"}
709928,{"id":1926,"name":"709928_naivasha_nakuru"}
701088,{"id":1931,"name":"701088_mwinginorth_kitui"}
702026,{"id":1935,"name":"702026_roysambu_nairobi"}
701796,{"id":1942,"name":"701796_mukurwe-ini_nyeri"}
601765,{"id":1947,"name":"601765_kilifisouth_kilifi"}
711810,{"id":1952,"name":"711810_awendo_migori"}
601062,{"id":1957,"name":"601062_nandihills_nandi"}
708546,{"id":1962,"name":"708546_njoro_nakuru"}
701695,{"id":1967,"name":"701695_mbeerenorth_embu"}
600174,{"id":1976,"name":"600174_subanorth_homabay"}
703082,{"id":1981,"name":"703082_homabaytown_homabay"}
709399,{"id":1985,"name":"709399_kaloleni_kilifi"}
700517,{"id":3219,"name":"700517_shinyalu_kakamega"}
600623,{"id":3226,"name":"600623_butere_kakamega"}
708781,{"id":3235,"name":"708781_embakasisouth_nairobi"}
708622,{"id":638,"name":"708622_langata_nairobi"}
708890,{"id":643,"name":"708890_makadara_nairobi"}
703155,{"id":648,"name":"703155_subasouth_homabay"}
708496,{"id":653,"name":"708496_rongai_nakuru"}
601165,{"id":658,"name":"601165_rongai_nakuru"}
708834,{"id":663,"name":"708834_mathare_nairobi"}
700800,{"id":668,"name":"700800_matungu_kakamega"}
600319,{"id":673,"name":"600319_rachuonyonorth_homabay"}
707101,{"id":678,"name":"707101_luanda_vihiga"}
701780,{"id":683,"name":"701780_tetu_nyeri"}
708996,{"id":688,"name":"708996_kibra_nairobi"}
710473,{"id":693,"name":"710473_mathare_nairobi"}
702194,{"id":698,"name":"702194_ruaraka_nairobi"}
702192,{"id":703,"name":"702192_dagorettisouth_nairobi"}
601569,{"id":708,"name":"601569_nyeritown_nyeri"}
700860,{"id":713,"name":"700860_mumiaswest_kakamega"}
709485,{"id":718,"name":"709485_ganze_kilifi"}
705147,{"id":723,"name":"705147_ainamoi_kericho"}
707142,{"id":728,"name":"707142_luanda_vihiga"}
703453,{"id":1988,"name":"703453_mathirawest_nyeri"}
602718,{"id":1993,"name":"602718_lugari_kakamega"}
700850,{"id":1998,"name":"700850_mumiaswest_kakamega"}
700787,{"id":2003,"name":"700787_matungu_kakamega"}
600227,{"id":2008,"name":"600227_ndhiwa_homabay"}
710242,{"id":2013,"name":"710242_nandihills_nandi"}
600317,{"id":2018,"name":"600317_nyatike_migori"}
601019,{"id":2023,"name":"601019_molo_nakuru"}
701887,{"id":2028,"name":"701887_makadara_nairobi"}
708717,{"id":2033,"name":"708717_kamukunji_nairobi"}
701931,{"id":2038,"name":"701931_embakasicentral_nairobi"}
600608,{"id":2043,"name":"600608_butere_kakamega"}
701373,{"id":2048,"name":"701373_sunawest_migori"}
702012,{"id":2053,"name":"702012_mathare_nairobi"}
701158,{"id":2058,"name":"701158_kituisouth_kitui"}
709506,{"id":2063,"name":"709506_subukia_nakuru"}
701610,{"id":2068,"name":"701610_nyatike_migori"}
709420,{"id":2075,"name":"709420_ganze_kilifi"}
700250,{"id":2080,"name":"700250_khwisero_kakamega"}
709025,{"id":2085,"name":"709025_kasarani_nairobi"}
709981,{"id":3220,"name":"709981_njoro_nakuru"}
700848,{"id":2094,"name":"700848_mumiaswest_kakamega"}
601779,{"id":2099,"name":"601779_kilifisouth_kilifi"}
708883,{"id":2103,"name":"708883_embakasieast_nairobi"}
709187,{"id":2108,"name":"709187_rabai_kilifi"}
703529,{"id":2112,"name":"703529_molo_nakuru"}
709246,{"id":2116,"name":"709246_kuresoisouth_nakuru"}
700747,{"id":2121,"name":"700747_navakholo_kakamega"}
708903,{"id":2126,"name":"708903_kasarani_nairobi"}
702098,{"id":2131,"name":"702098_westlands_nairobi"}
706471,{"id":2136,"name":"706471_rachuonyosouth_homabay"}
600408,{"id":2141,"name":"600408_rarieda_siaya"}
602619,{"id":2146,"name":"602619_rarieda_siaya"}
600697,{"id":2150,"name":"600697_shinyalu_kakamega"}
701797,{"id":2158,"name":"701797_mukurwe-ini_nyeri"}
709403,{"id":2163,"name":"709403_kaloleni_kilifi"}
700392,{"id":2168,"name":"700392_malava_kakamega"}
601641,{"id":2173,"name":"601641_kamukunji_nairobi"}
601681,{"id":2178,"name":"601681_makadara_nairobi"}
600610,{"id":2187,"name":"600610_butere_kakamega"}
702034,{"id":2192,"name":"702034_ruaraka_nairobi"}
708674,{"id":2197,"name":"708674_embakasiwest_nairobi"}
711838,{"id":2202,"name":"711838_nandihills_nandi"}
701048,{"id":2206,"name":"701048_mwinginorth_kitui"}
700836,{"id":2211,"name":"700836_mumiaswest_kakamega"}
708777,{"id":2216,"name":"708777_ruaraka_nairobi"}
701146,{"id":2221,"name":"701146_kuresoinorth_nakuru"}
705822,{"id":2226,"name":"705822_belgut_kericho"}
701936,{"id":2231,"name":"701936_makadara_nairobi"}
701380,{"id":2236,"name":"701380_magarini_kilifi"}
700746,{"id":2241,"name":"700746_navakholo_kakamega"}
710000,{"id":2246,"name":"710000_aldai_nandi"}
708707,{"id":2251,"name":"708707_dagorettinorth_nairobi"}
708793,{"id":2256,"name":"708793_embakasisouth_nairobi"}
700365,{"id":2261,"name":"700365_kienieast_nyeri"}
702133,{"id":2270,"name":"702133_dagorettisouth_nairobi"}
701871,{"id":2275,"name":"701871_kibra_nairobi"}
708774,{"id":2280,"name":"708774_dagorettisouth_nairobi"}
701380,{"id":2285,"name":"701380_kaloleni_kilifi"}
707649,{"id":2290,"name":"707649_nakurunorth_nakuru"}
700014,{"id":2294,"name":"700014_kuriaeast_migori"}
700805,{"id":2299,"name":"700805_matungu_kakamega"}
708863,{"id":2304,"name":"708863_dagorettinorth_nairobi"}
708879,{"id":2309,"name":"708879_starehe_nairobi"}
600410,{"id":3227,"name":"600410_rarieda_siaya"}
600738,{"id":3236,"name":"600738_likuyani_kakamega"}
710009,{"id":639,"name":"710009_aldai_nandi"}
701144,{"id":644,"name":"701144_kuresoinorth_nakuru"}
600472,{"id":649,"name":"600472_ugenya_siaya"}
701368,{"id":654,"name":"701368_sunawest_migori"}
701729,{"id":659,"name":"701729_mbeerenorth_embu"}
701849,{"id":664,"name":"701849_embakasiwest_nairobi"}
702565,{"id":669,"name":"702565_mathiraeast_nyeri"}
701311,{"id":674,"name":"701311_embakasisouth_nairobi"}
702406,{"id":679,"name":"702406_mukurwe-ini_nyeri"}
700961,{"id":684,"name":"700961_mumiaseast_kakamega"}
709401,{"id":689,"name":"709401_kaloleni_kilifi"}
600741,{"id":694,"name":"600741_lugari_kakamega"}
700797,{"id":699,"name":"700797_matungu_kakamega"}
711387,{"id":704,"name":"711387_chesumei_nandi"}
712686,{"id":709,"name":"712686_subukia_nakuru"}
701899,{"id":714,"name":"701899_kasarani_nairobi"}
600387,{"id":719,"name":"600387_rachuonyoeast_homabay"}
701922,{"id":724,"name":"701922_embakasisouth_nairobi"}
602760,{"id":729,"name":"602760_lungalunga_kwale"}
758568,{"id":1989,"name":"758568_molo_nakuru"}
600809,{"id":1994,"name":"600809_ugenya_siaya"}
600607,{"id":1999,"name":"600607_butere_kakamega"}
701898,{"id":2004,"name":"701898_embakasisouth_nairobi"}
709022,{"id":2009,"name":"709022_embakasisouth_nairobi"}
701725,{"id":2014,"name":"701725_mbeerenorth_embu"}
602536,{"id":2019,"name":"602536_kipkelionwest_kericho"}
708822,{"id":2024,"name":"708822_westlands_nairobi"}
708931,{"id":2029,"name":"708931_ruaraka_nairobi"}
600619,{"id":2034,"name":"600619_butere_kakamega"}
708944,{"id":2039,"name":"708944_ruaraka_nairobi"}
601031,{"id":2044,"name":"601031_naivasha_nakuru"}
700849,{"id":2049,"name":"700849_mumiaswest_kakamega"}
600223,{"id":2054,"name":"600223_ndhiwa_homabay"}
602353,{"id":2059,"name":"602353_butere_kakamega"}
702052,{"id":2064,"name":"702052_dagorettinorth_nairobi"}
601688,{"id":2069,"name":"601688_makadara_nairobi"}
600177,{"id":2071,"name":"600177_subacentral_homabay"}
712639,{"id":2076,"name":"712639_naivasha_nakuru"}
702126,{"id":2081,"name":"702126_dagorettisouth_nairobi"}
702193,{"id":2086,"name":"702193_starehe_nairobi"}
700459,{"id":2095,"name":"700459_lungalunga_kwale"}
709410,{"id":2104,"name":"709410_kaloleni_kilifi"}
709389,{"id":3228,"name":"709389_kaloleni_kilifi"}
709236,{"id":2117,"name":"709236_molo_nakuru"}
600145,{"id":2122,"name":"600145_kuriaeast_migori"}
709202,{"id":2127,"name":"709202_kilifisouth_kilifi"}
702072,{"id":2132,"name":"702072_dagorettinorth_nairobi"}
710112,{"id":2137,"name":"710112_emgwen_nandi"}
600352,{"id":2142,"name":"600352_rachuonyonorth_homabay"}
702037,{"id":2147,"name":"702037_makadara_nairobi"}
601769,{"id":2151,"name":"601769_kilifisouth_kilifi"}
710041,{"id":3232,"name":"710041_njoro_nakuru"}
601034,{"id":2159,"name":"601034_naivasha_nakuru"}
710438,{"id":2164,"name":"710438_mukurwe-ini_nyeri"}
601176,{"id":2169,"name":"601176_subukia_nakuru"}
711202,{"id":2174,"name":"711202_emgwen_nandi"}
702205,{"id":2179,"name":"702205_ruaraka_nairobi"}
711812,{"id":2183,"name":"711812_awendo_migori"}
601768,{"id":2188,"name":"601768_kilifinorth_kilifi"}
708547,{"id":2193,"name":"708547_njoro_nakuru"}
711998,{"id":2198,"name":"711998_aldai_nandi"}
709221,{"id":2207,"name":"709221_kilifisouth_kilifi"}
700624,{"id":2212,"name":"700624_lugari_kakamega"}
602719,{"id":2217,"name":"602719_khwisero_kakamega"}
601076,{"id":2222,"name":"601076_nandihills_nandi"}
600509,{"id":2227,"name":"600509_ugenya_siaya"}
712201,{"id":2232,"name":"712201_njoro_nakuru"}
702070,{"id":2237,"name":"702070_kamukunji_nairobi"}
701363,{"id":2242,"name":"701363_sunawest_migori"}
709253,{"id":2247,"name":"709253_sunawest_migori"}
700862,{"id":2252,"name":"700862_mumiaswest_kakamega"}
601476,{"id":2257,"name":"601476_mathirawest_nyeri"}
600749,{"id":2262,"name":"600749_matungu_kakamega"}
600368,{"id":2266,"name":"600368_rachuonyonorth_homabay"}
600186,{"id":2271,"name":"600186_sunawest_migori"}
701034,{"id":2276,"name":"701034_mosop_nandi"}
702163,{"id":2281,"name":"702163_starehe_nairobi"}
702559,{"id":2286,"name":"702559_ganze_kilifi"}
702251,{"id":2291,"name":"702251_kibra_nairobi"}
712177,{"id":2295,"name":"712177_sunawest_migori"}
700261,{"id":2300,"name":"700261_khwisero_kakamega"}
711208,{"id":2305,"name":"711208_emgwen_nandi"}
708736,{"id":640,"name":"708736_westlands_nairobi"}
709921,{"id":645,"name":"709921_nakuruwest_nakuru"}
709318,{"id":650,"name":"709318_malindi_kilifi"}
702000,{"id":655,"name":"702000_embakasinorth_nairobi"}
702403,{"id":660,"name":"702403_mukurwe-ini_nyeri"}
709183,{"id":665,"name":"709183_rabai_kilifi"}
712669,{"id":670,"name":"712669_nakuruwest_nakuru"}
706941,{"id":675,"name":"706941_nyeritown_nyeri"}
602850,{"id":680,"name":"602850_rarieda_siaya"}
701093,{"id":685,"name":"701093_mwingicentral_kitui"}
702238,{"id":690,"name":"702238_kibra_nairobi"}
601162,{"id":695,"name":"601162_rongai_nakuru"}
700609,{"id":700,"name":"700609_malava_kakamega"}
710019,{"id":705,"name":"710019_aldai_nandi"}
601663,{"id":710,"name":"601663_roysambu_nairobi"}
703130,{"id":715,"name":"703130_subasouth_homabay"}
601354,{"id":720,"name":"601354_kienieast_nyeri"}
701896,{"id":725,"name":"701896_embakasinorth_nairobi"}
700962,{"id":730,"name":"700962_mumiaseast_kakamega"}
700806,{"id":731,"name":"700806_matungu_kakamega"}
709627,{"id":732,"name":"709627_kilifinorth_kilifi"}
702970,{"id":733,"name":"702970_rangwe_homabay"}
703420,{"id":734,"name":"703420_mathirawest_nyeri"}
701037,{"id":735,"name":"701037_mwingicentral_kitui"}
701722,{"id":736,"name":"701722_mbeerenorth_embu"}
702186,{"id":737,"name":"702186_dagorettisouth_nairobi"}
601187,{"id":738,"name":"601187_tinderet_nandi"}
600689,{"id":739,"name":"600689_shinyalu_kakamega"}
600190,{"id":740,"name":"600190_sunawest_migori"}
602568,{"id":741,"name":"602568_rabai_kilifi"}
703281,{"id":742,"name":"703281_ikolomani_kakamega"}
700106,{"id":743,"name":"700106_kuriaeast_migori"}
701005,{"id":744,"name":"701005_kuresoisouth_nakuru"}
702365,{"id":745,"name":"702365_kipkelioneast_kericho"}
712667,{"id":746,"name":"712667_rongai_nakuru"}
705639,{"id":747,"name":"705639_manyatta_embu"}
702054,{"id":748,"name":"702054_ruaraka_nairobi"}
709478,{"id":749,"name":"709478_magarini_kilifi"}
701169,{"id":750,"name":"701169_kituisouth_kitui"}
601098,{"id":751,"name":"601098_aldai_nandi"}
708514,{"id":752,"name":"708514_nakurueast_nakuru"}
600672,{"id":753,"name":"600672_navakholo_kakamega"}
708470,{"id":754,"name":"708470_magarini_kilifi"}
600394,{"id":755,"name":"600394_rachuonyoeast_homabay"}
708612,{"id":1990,"name":"708612_kibra_nairobi"}
708616,{"id":757,"name":"708616_kibra_nairobi"}
709481,{"id":758,"name":"709481_ganze_kilifi"}
706902,{"id":759,"name":"706902_nyeritown_nyeri"}
702250,{"id":760,"name":"702250_kamukunji_nairobi"}
713289,{"id":761,"name":"713289_mbeerenorth_embu"}
700279,{"id":762,"name":"700279_tetu_nyeri"}
708691,{"id":763,"name":"708691_embakasisouth_nairobi"}
701125,{"id":764,"name":"701125_mwingicentral_kitui"}
709019,{"id":765,"name":"709019_embakasieast_nairobi"}
710114,{"id":766,"name":"710114_tinderet_nandi"}
600519,{"id":767,"name":"600519_ugunja_siaya"}
701926,{"id":768,"name":"701926_makadara_nairobi"}
708751,{"id":769,"name":"708751_westlands_nairobi"}
701853,{"id":770,"name":"701853_dagorettinorth_nairobi"}
707176,{"id":771,"name":"707176_nakurueast_nakuru"}
700367,{"id":772,"name":"700367_mathiraeast_nyeri"}
601022,{"id":773,"name":"601022_naivasha_nakuru"}
600384,{"id":774,"name":"600384_rachuonyoeast_homabay"}
712205,{"id":775,"name":"712205_njoro_nakuru"}
702030,{"id":776,"name":"702030_starehe_nairobi"}
702179,{"id":777,"name":"702179_dagorettisouth_nairobi"}
700930,{"id":778,"name":"700930_ikolomani_kakamega"}
703173,{"id":779,"name":"703173_rachuonyonorth_homabay"}
708172,{"id":780,"name":"708172_kuresoinorth_nakuru"}
600327,{"id":781,"name":"600327_rachuonyonorth_homabay"}
700819,{"id":782,"name":"700819_butere_kakamega"}
701843,{"id":783,"name":"701843_rarieda_siaya"}
600308,{"id":784,"name":"600308_nyatike_migori"}
600451,{"id":785,"name":"600451_subasouth_homabay"}
601684,{"id":1995,"name":"601684_makadara_nairobi"}
600371,{"id":787,"name":"600371_rachuonyonorth_homabay"}
702083,{"id":788,"name":"702083_embakasinorth_nairobi"}
600719,{"id":789,"name":"600719_ikolomani_kakamega"}
711300,{"id":790,"name":"711300_mosop_nandi"}
708705,{"id":791,"name":"708705_embakasiwest_nairobi"}
707102,{"id":792,"name":"707102_luanda_vihiga"}
600817,{"id":793,"name":"600817_khwisero_kakamega"}
712673,{"id":794,"name":"712673_nakuruwest_nakuru"}
708700,{"id":795,"name":"708700_embakasinorth_nairobi"}
708499,{"id":796,"name":"708499_nakuruwest_nakuru"}
600234,{"id":797,"name":"600234_ndhiwa_homabay"}
600213,{"id":798,"name":"600213_ndhiwa_homabay"}
708965,{"id":2000,"name":"708965_embakasicentral_nairobi"}
600183,{"id":800,"name":"600183_subacentral_homabay"}
708638,{"id":801,"name":"708638_mathare_nairobi"}
700172,{"id":802,"name":"700172_awendo_migori"}
700932,{"id":803,"name":"700932_ikolomani_kakamega"}
701976,{"id":804,"name":"701976_dagorettinorth_nairobi"}
602815,{"id":805,"name":"602815_khwisero_kakamega"}
708603,{"id":806,"name":"708603_kibra_nairobi"}
708989,{"id":2005,"name":"708989_kibra_nairobi"}
702073,{"id":2010,"name":"702073_mathare_nairobi"}
703449,{"id":809,"name":"703449_mathirawest_nyeri"}
703000,{"id":810,"name":"703000_subacentral_homabay"}
703447,{"id":811,"name":"703447_nyerisouth_nyeri"}
602614,{"id":812,"name":"602614_rarieda_siaya"}
600503,{"id":813,"name":"600503_ugenya_siaya"}
701357,{"id":814,"name":"701357_kituicentral_kitui"}
602564,{"id":815,"name":"602564_kaloleni_kilifi"}
709658,{"id":816,"name":"709658_kuresoisouth_nakuru"}
600163,{"id":817,"name":"600163_subanorth_homabay"}
700173,{"id":818,"name":"700173_awendo_migori"}
702257,{"id":819,"name":"702257_dagorettinorth_nairobi"}
708827,{"id":820,"name":"708827_dagorettinorth_nairobi"}
700744,{"id":821,"name":"700744_navakholo_kakamega"}
711293,{"id":822,"name":"711293_mosop_nandi"}
712204,{"id":823,"name":"712204_njoro_nakuru"}
700985,{"id":824,"name":"700985_mumiaseast_kakamega"}
700495,{"id":825,"name":"700495_shinyalu_kakamega"}
708507,{"id":826,"name":"708507_nakuruwest_nakuru"}
701648,{"id":827,"name":"701648_kuriaeast_migori"}
701214,{"id":828,"name":"701214_kituicentral_kitui"}
701001,{"id":829,"name":"701001_nyerisouth_nyeri"}
701196,{"id":830,"name":"701196_kituisouth_kitui"}
711301,{"id":831,"name":"711301_mosop_nandi"}
701771,{"id":832,"name":"701771_tetu_nyeri"}
700102,{"id":2015,"name":"700102_kuriaeast_migori"}
704653,{"id":834,"name":"704653_kipkelioneast_kericho"}
602346,{"id":835,"name":"602346_homabaytown_homabay"}
700897,{"id":836,"name":"700897_lurambi_kakamega"}
700847,{"id":837,"name":"700847_mumiaswest_kakamega"}
600733,{"id":838,"name":"600733_khwisero_kakamega"}
700989,{"id":839,"name":"700989_nyerisouth_nyeri"}
711406,{"id":840,"name":"711406_kipkelionwest_kericho"}
708614,{"id":841,"name":"708614_kibra_nairobi"}
702601,{"id":842,"name":"702601_mumiaseast_kakamega"}
600490,{"id":843,"name":"600490_ugenya_siaya"}
701095,{"id":844,"name":"701095_mwinginorth_kitui"}
710252,{"id":845,"name":"710252_nandihills_nandi"}
600357,{"id":846,"name":"600357_rachuonyonorth_homabay"}
707120,{"id":847,"name":"707120_luanda_vihiga"}
712688,{"id":851,"name":"712688_subukia_nakuru"}
700842,{"id":855,"name":"700842_mumiaswest_kakamega"}
709961,{"id":860,"name":"709961_nakuruwest_nakuru"}
710003,{"id":865,"name":"710003_aldai_nandi"}
600140,{"id":872,"name":"600140_kuriaeast_migori"}
708147,{"id":877,"name":"708147_rongai_nakuru"}
711308,{"id":886,"name":"711308_mosop_nandi"}
701153,{"id":891,"name":"701153_kituisouth_kitui"}
601708,{"id":896,"name":"601708_westlands_nairobi"}
701918,{"id":901,"name":"701918_embakasicentral_nairobi"}
600233,{"id":906,"name":"600233_ndhiwa_homabay"}
706963,{"id":911,"name":"706963_nyeritown_nyeri"}
700753,{"id":916,"name":"700753_navakholo_kakamega"}
701165,{"id":1991,"name":"701165_kituisouth_kitui"}
703444,{"id":924,"name":"703444_nyerisouth_nyeri"}
706943,{"id":929,"name":"706943_nyeritown_nyeri"}
700092,{"id":934,"name":"700092_kuriaeast_migori"}
710120,{"id":939,"name":"710120_tinderet_nandi"}
709748,{"id":944,"name":"709748_subasouth_homabay"}
700357,{"id":949,"name":"700357_mathiraeast_nyeri"}
