code,role
711196,{"id":2684,"name":"711196_kipkelionwest_kericho"}
701997,{"id":2689,"name":"701997_westlands_nairobi"}
708873,{"id":2694,"name":"708873_embakasiwest_nairobi"}
600724,{"id":2699,"name":"600724_ikolomani_kakamega"}
700756,{"id":2703,"name":"700756_navakholo_kakamega"}
701101,{"id":2708,"name":"701101_mwinginorth_kitui"}
702525,{"id":2716,"name":"702525_aldai_nandi"}
601821,{"id":2721,"name":"601821_kilifinorth_kilifi"}
600363,{"id":2726,"name":"600363_rachuonyonorth_homabay"}
700505,{"id":2731,"name":"700505_shinyalu_kakamega"}
709252,{"id":2735,"name":"709252_sunawest_migori"}
709709,{"id":2740,"name":"709709_belgut_kericho"}
709663,{"id":2744,"name":"709663_rongai_nakuru"}
600736,{"id":2950,"name":"600736_khwisero_kakamega"}
700743,{"id":2955,"name":"700743_navakholo_kakamega"}
708859,{"id":2756,"name":"708859_westlands_nairobi"}
701757,{"id":2761,"name":"701757_mathiraeast_nyeri"}
711939,{"id":2765,"name":"711939_mosop_nandi"}
700461,{"id":2770,"name":"700461_lungalunga_kwale"}
701030,{"id":2775,"name":"701030_mwinginorth_kitui"}
600214,{"id":2780,"name":"600214_ndhiwa_homabay"}
701837,{"id":2790,"name":"701837_rarieda_siaya"}
701900,{"id":2794,"name":"701900_westlands_nairobi"}
711856,{"id":2964,"name":"711856_awendo_migori"}
602455,{"id":2803,"name":"602455_ruaraka_nairobi"}
701307,{"id":2807,"name":"701307_embakasisouth_nairobi"}
600452,{"id":2812,"name":"600452_subasouth_homabay"}
700297,{"id":2817,"name":"700297_khwisero_kakamega"}
701852,{"id":2822,"name":"701852_makadara_nairobi"}
700988,{"id":2827,"name":"700988_nyerisouth_nyeri"}
601182,{"id":2833,"name":"601182_tinderet_nandi"}
702978,{"id":2841,"name":"702978_rangwe_homabay"}
601866,{"id":2846,"name":"601866_lungalunga_kwale"}
601749,{"id":2851,"name":"601749_kaloleni_kilifi"}
700827,{"id":2969,"name":"700827_butere_kakamega"}
701299,{"id":2860,"name":"701299_embakasisouth_nairobi"}
700509,{"id":2865,"name":"700509_shinyalu_kakamega"}
709192,{"id":2870,"name":"709192_rabai_kilifi"}
702197,{"id":2874,"name":"702197_starehe_nairobi"}
708542,{"id":2878,"name":"708542_njoro_nakuru"}
600676,{"id":2882,"name":"600676_lurambi_kakamega"}
701645,{"id":2887,"name":"701645_nyatike_migori"}
703436,{"id":2892,"name":"703436_mathirawest_nyeri"}
600706,{"id":2896,"name":"600706_malava_kakamega"}
701787,{"id":2901,"name":"701787_mathirawest_nyeri"}
709440,{"id":2906,"name":"709440_magarini_kilifi"}
600388,{"id":2911,"name":"600388_rachuonyoeast_homabay"}
708892,{"id":272,"name":"708892_embakasicentral_nairobi"}
701947,{"id":277,"name":"701947_embakasicentral_nairobi"}
601657,{"id":282,"name":"601657_ruaraka_nairobi"}
709285,{"id":287,"name":"709285_kuriaeast_migori"}
700838,{"id":292,"name":"700838_mumiaswest_kakamega"}
700818,{"id":297,"name":"700818_butere_kakamega"}
708620,{"id":302,"name":"708620_langata_nairobi"}
602859,{"id":307,"name":"602859_shinyalu_kakamega"}
709193,{"id":316,"name":"709193_rabai_kilifi"}
602463,{"id":321,"name":"602463_manyatta_embu"}
703183,{"id":326,"name":"703183_rachuonyoeast_homabay"}
702056,{"id":331,"name":"702056_embakasinorth_nairobi"}
709963,{"id":336,"name":"709963_nakuruwest_nakuru"}
708847,{"id":1370,"name":"708847_kamukunji_nairobi"}
601567,{"id":1375,"name":"601567_kaloleni_kilifi"}
709628,{"id":1384,"name":"709628_kilifinorth_kilifi"}
708686,{"id":1389,"name":"708686_kamukunji_nairobi"}
708478,{"id":1394,"name":"708478_gilgil_nakuru"}
600449,{"id":1399,"name":"600449_subasouth_homabay"}
705499,{"id":1404,"name":"705499_luanda_vihiga"}
702273,{"id":1409,"name":"702273_kibra_nairobi"}
700504,{"id":1414,"name":"700504_shinyalu_kakamega"}
709622,{"id":1419,"name":"709622_kilifinorth_kilifi"}
700374,{"id":1424,"name":"700374_malava_kakamega"}
707099,{"id":1429,"name":"707099_luanda_vihiga"}
710320,{"id":1434,"name":"710320_mathiraeast_nyeri"}
711855,{"id":1441,"name":"711855_awendo_migori"}
708766,{"id":1446,"name":"708766_westlands_nairobi"}
711709,{"id":1451,"name":"711709_nakurunorth_nakuru"}
709968,{"id":1456,"name":"709968_nakuruwest_nakuru"}
600220,{"id":1461,"name":"600220_ndhiwa_homabay"}
702367,{"id":1465,"name":"702367_kipkelioneast_kericho"}
600605,{"id":1470,"name":"600605_butere_kakamega"}
601782,{"id":1475,"name":"601782_kilifisouth_kilifi"}
701136,{"id":1480,"name":"701136_kuresoinorth_nakuru"}
602409,{"id":1485,"name":"602409_homabaytown_homabay"}
700824,{"id":1490,"name":"700824_butere_kakamega"}
600146,{"id":1495,"name":"600146_kuriaeast_migori"}
708494,{"id":1500,"name":"708494_rongai_nakuru"}
600653,{"id":1505,"name":"600653_luanda_vihiga"}
601077,{"id":1510,"name":"601077_nandihills_nandi"}
601700,{"id":1517,"name":"601700_starehe_nairobi"}
709345,{"id":1522,"name":"709345_malindi_kilifi"}
703300,{"id":1527,"name":"703300_mukurwe-ini_nyeri"}
602772,{"id":1532,"name":"602772_lurambi_kakamega"}
700943,{"id":1537,"name":"700943_lurambi_kakamega"}
700978,{"id":1542,"name":"700978_mumiaseast_kakamega"}
702090,{"id":1546,"name":"702090_embakasinorth_nairobi"}
600416,{"id":1551,"name":"600416_rarieda_siaya"}
701208,{"id":1556,"name":"701208_kituisouth_kitui"}
600184,{"id":1561,"name":"600184_subanorth_homabay"}
708687,{"id":1566,"name":"708687_dagorettisouth_nairobi"}
702167,{"id":1571,"name":"702167_dagorettisouth_nairobi"}
701975,{"id":1576,"name":"701975_westlands_nairobi"}
702971,{"id":1581,"name":"702971_rangwe_homabay"}
708500,{"id":1586,"name":"708500_nakuruwest_nakuru"}
702225,{"id":1590,"name":"702225_kibra_nairobi"}
708509,{"id":1595,"name":"708509_nakuruwest_nakuru"}
711386,{"id":1600,"name":"711386_chesumei_nandi"}
708480,{"id":1605,"name":"708480_gilgil_nakuru"}
702087,{"id":1610,"name":"702087_embakasinorth_nairobi"}
708733,{"id":1615,"name":"708733_mathare_nairobi"}
702075,{"id":1619,"name":"702075_kibra_nairobi"}
708565,{"id":1624,"name":"708565_molo_nakuru"}
701762,{"id":1629,"name":"701762_mathiraeast_nyeri"}
602343,{"id":1634,"name":"602343_embakasinorth_nairobi"}
709740,{"id":1639,"name":"709740_lungalunga_kwale"}
700742,{"id":1644,"name":"700742_navakholo_kakamega"}
700492,{"id":1650,"name":"700492_khwisero_kakamega"}
702200,{"id":1655,"name":"702200_starehe_nairobi"}
708069,{"id":1664,"name":"708069_nakurunorth_nakuru"}
602217,{"id":1669,"name":"602217_homabaytown_homabay"}
700887,{"id":1672,"name":"700887_likuyani_kakamega"}
711817,{"id":1674,"name":"711817_awendo_migori"}
601660,{"id":2625,"name":"601660_ruaraka_nairobi"}
600454,{"id":2630,"name":"600454_subasouth_homabay"}
708072,{"id":2635,"name":"708072_nakurunorth_nakuru"}
703180,{"id":2637,"name":"703180_rachuonyoeast_homabay"}
712792,{"id":2642,"name":"712792_naivasha_nakuru"}
710008,{"id":2647,"name":"710008_aldai_nandi"}
702348,{"id":2937,"name":"702348_kipkelioneast_kericho"}
700103,{"id":2656,"name":"700103_kuriaeast_migori"}
700649,{"id":2661,"name":"700649_lugari_kakamega"}
704435,{"id":2666,"name":"704435_kituicentral_kitui"}
701296,{"id":2675,"name":"701296_embakasisouth_nairobi"}
600066,{"id":2680,"name":"600066_gem_siaya"}
708708,{"id":2685,"name":"708708_dagorettinorth_nairobi"}
700245,{"id":2690,"name":"700245_khwisero_kakamega"}
708837,{"id":2695,"name":"708837_westlands_nairobi"}
713204,{"id":2700,"name":"713204_rabai_kilifi"}
602775,{"id":2704,"name":"602775_lurambi_kakamega"}
708840,{"id":2709,"name":"708840_dagorettinorth_nairobi"}
701908,{"id":2941,"name":"701908_embakasisouth_nairobi"}
701092,{"id":2717,"name":"701092_mwinginorth_kitui"}
709237,{"id":2722,"name":"709237_molo_nakuru"}
700376,{"id":2727,"name":"700376_malava_kakamega"}
600241,{"id":2732,"name":"600241_ndhiwa_homabay"}
702361,{"id":2736,"name":"702361_kipkelioneast_kericho"}
709491,{"id":2946,"name":"709491_subukia_nakuru"}
600710,{"id":2745,"name":"600710_malava_kakamega"}
600508,{"id":2757,"name":"600508_ugenya_siaya"}
708844,{"id":2951,"name":"708844_embakasiwest_nairobi"}
600681,{"id":2766,"name":"600681_navakholo_kakamega"}
700384,{"id":2771,"name":"700384_malava_kakamega"}
601091,{"id":2776,"name":"601091_chesumei_nandi"}
707117,{"id":2781,"name":"707117_luanda_vihiga"}
701143,{"id":2786,"name":"701143_kuresoinorth_nakuru"}
713288,{"id":2956,"name":"713288_mbeerenorth_embu"}
710202,{"id":2795,"name":"710202_tinderet_nandi"}
600309,{"id":2960,"name":"600309_nyatike_migori"}
602225,{"id":2808,"name":"602225_matungu_kakamega"}
602493,{"id":2813,"name":"602493_bureti_kericho"}
700291,{"id":2818,"name":"700291_tetu_nyeri"}
702269,{"id":2823,"name":"702269_kibra_nairobi"}
602566,{"id":2828,"name":"602566_kaloleni_kilifi"}
701207,{"id":2831,"name":"701207_kituisouth_kitui"}
701643,{"id":2834,"name":"701643_nyatike_migori"}
708611,{"id":2838,"name":"708611_embakasieast_nairobi"}
700807,{"id":2842,"name":"700807_matungu_kakamega"}
710249,{"id":2847,"name":"710249_nandihills_nandi"}
710442,{"id":2852,"name":"710442_mathiraeast_nyeri"}
700389,{"id":2861,"name":"700389_malava_kakamega"}
708602,{"id":2866,"name":"708602_kibra_nairobi"}
600325,{"id":2871,"name":"600325_rachuonyonorth_homabay"}
700861,{"id":2965,"name":"700861_mumiaswest_kakamega"}
601699,{"id":2970,"name":"601699_mathare_nairobi"}
708868,{"id":2883,"name":"708868_dagorettisouth_nairobi"}
708725,{"id":2888,"name":"708725_westlands_nairobi"}
709214,{"id":2975,"name":"709214_kilifisouth_kilifi"}
700285,{"id":2897,"name":"700285_tetu_nyeri"}
709741,{"id":2902,"name":"709741_lungalunga_kwale"}
708639,{"id":2907,"name":"708639_kamukunji_nairobi"}
708633,{"id":2912,"name":"708633_ruaraka_nairobi"}
702007,{"id":2916,"name":"702007_dagorettinorth_nairobi"}
708775,{"id":273,"name":"708775_embakasieast_nairobi"}
700852,{"id":278,"name":"700852_mumiaswest_kakamega"}
702398,{"id":283,"name":"702398_mukurwe-ini_nyeri"}
602293,{"id":288,"name":"602293_rangwe_homabay"}
601188,{"id":293,"name":"601188_tinderet_nandi"}
703080,{"id":298,"name":"703080_homabaytown_homabay"}
713292,{"id":303,"name":"713292_mbeerenorth_embu"}
601773,{"id":308,"name":"601773_ganze_kilifi"}
701880,{"id":317,"name":"701880_dagorettinorth_nairobi"}
701369,{"id":322,"name":"701369_sunawest_migori"}
708471,{"id":327,"name":"708471_ugunja_siaya"}
700972,{"id":332,"name":"700972_matungu_kakamega"}
601087,{"id":337,"name":"601087_chesumei_nandi"}
702195,{"id":338,"name":"702195_starehe_nairobi"}
702093,{"id":339,"name":"702093_ruaraka_nairobi"}
702778,{"id":340,"name":"702778_kilifinorth_kilifi"}
601823,{"id":341,"name":"601823_magarini_kilifi"}
701289,{"id":342,"name":"701289_mwingicentral_kitui"}
702359,{"id":343,"name":"702359_kipkelioneast_kericho"}
710011,{"id":344,"name":"710011_aldai_nandi"}
708563,{"id":345,"name":"708563_soinsigowet_kericho"}
712672,{"id":346,"name":"712672_nakuruwest_nakuru"}
600459,{"id":347,"name":"600459_subasouth_homabay"}
709974,{"id":348,"name":"709974_nakuruwest_nakuru"}
602249,{"id":349,"name":"602249_lungalunga_kwale"}
601064,{"id":350,"name":"601064_nandihills_nandi"}
602281,{"id":351,"name":"602281_rachuonyoeast_homabay"}
710322,{"id":352,"name":"710322_mathiraeast_nyeri"}
701755,{"id":353,"name":"701755_mathiraeast_nyeri"}
602360,{"id":354,"name":"602360_rangwe_homabay"}
700834,{"id":355,"name":"700834_mumiaswest_kakamega"}
709782,{"id":356,"name":"709782_naivasha_nakuru"}
701172,{"id":357,"name":"701172_kituisouth_kitui"}
702255,{"id":358,"name":"702255_kibra_nairobi"}
702220,{"id":359,"name":"702220_langata_nairobi"}
600360,{"id":360,"name":"600360_rachuonyonorth_homabay"}
708709,{"id":361,"name":"708709_kamukunji_nairobi"}
709466,{"id":362,"name":"709466_ganze_kilifi"}
700937,{"id":363,"name":"700937_ikolomani_kakamega"}
701290,{"id":364,"name":"701290_mwingicentral_kitui"}
713291,{"id":365,"name":"713291_mbeerenorth_embu"}
708476,{"id":366,"name":"708476_gilgil_nakuru"}
709936,{"id":367,"name":"709936_naivasha_nakuru"}
700889,{"id":368,"name":"700889_mumiaswest_kakamega"}
708720,{"id":369,"name":"708720_mathare_nairobi"}
600463,{"id":370,"name":"600463_subasouth_homabay"}
701980,{"id":371,"name":"701980_embakasicentral_nairobi"}
701312,{"id":372,"name":"701312_embakasisouth_nairobi"}
701914,{"id":373,"name":"701914_embakasisouth_nairobi"}
600458,{"id":374,"name":"600458_subasouth_homabay"}
711854,{"id":375,"name":"711854_awendo_migori"}
708619,{"id":376,"name":"708619_kibra_nairobi"}
708510,{"id":377,"name":"708510_nakuruwest_nakuru"}
601620,{"id":378,"name":"601620_embakasisouth_nairobi"}
709619,{"id":379,"name":"709619_kilifinorth_kilifi"}
600231,{"id":380,"name":"600231_ndhiwa_homabay"}
701809,{"id":381,"name":"701809_makadara_nairobi"}
701038,{"id":382,"name":"701038_kituisouth_kitui"}
700446,{"id":383,"name":"700446_lungalunga_kwale"}
708855,{"id":384,"name":"708855_kasarani_nairobi"}
709504,{"id":385,"name":"709504_subukia_nakuru"}
701157,{"id":386,"name":"701157_kituisouth_kitui"}
708566,{"id":387,"name":"708566_molo_nakuru"}
701024,{"id":388,"name":"701024_kuresoisouth_nakuru"}
602433,{"id":389,"name":"602433_kasarani_nairobi"}
711384,{"id":390,"name":"711384_chesumei_nandi"}
600050,{"id":391,"name":"600050_gem_siaya"}
600722,{"id":392,"name":"600722_ikolomani_kakamega"}
706910,{"id":393,"name":"706910_nyeritown_nyeri"}
709970,{"id":394,"name":"709970_nakuruwest_nakuru"}
700968,{"id":395,"name":"700968_mumiaseast_kakamega"}
704649,{"id":396,"name":"704649_kipkelioneast_kericho"}
600929,{"id":397,"name":"600929_kipkelioneast_kericho"}
711193,{"id":398,"name":"711193_kipkelionwest_kericho"}
600187,{"id":399,"name":"600187_sunawest_migori"}
700626,{"id":400,"name":"700626_lugari_kakamega"}
703954,{"id":401,"name":"703954_bureti_kericho"}
602562,{"id":402,"name":"602562_ganze_kilifi"}
709255,{"id":403,"name":"709255_sunawest_migori"}
602587,{"id":404,"name":"602587_nakurueast_nakuru"}
602352,{"id":405,"name":"602352_rangwe_homabay"}
705831,{"id":406,"name":"705831_belgut_kericho"}
700843,{"id":407,"name":"700843_likuyani_kakamega"}
710250,{"id":408,"name":"710250_nandihills_nandi"}
601025,{"id":409,"name":"601025_naivasha_nakuru"}
700378,{"id":410,"name":"700378_malava_kakamega"}
708746,{"id":411,"name":"708746_embakasiwest_nairobi"}
707136,{"id":412,"name":"707136_luanda_vihiga"}
701366,{"id":413,"name":"701366_sunawest_migori"}
708731,{"id":414,"name":"708731_ruaraka_nairobi"}
600687,{"id":415,"name":"600687_shinyalu_kakamega"}
701932,{"id":416,"name":"701932_dagorettinorth_nairobi"}
701148,{"id":417,"name":"701148_kuresoinorth_nakuru"}
702242,{"id":418,"name":"702242_starehe_nairobi"}
701362,{"id":419,"name":"701362_sunawest_migori"}
704535,{"id":420,"name":"704535_kipkelioneast_kericho"}
600053,{"id":421,"name":"600053_gem_siaya"}
600304,{"id":422,"name":"600304_nyatike_migori"}
700396,{"id":423,"name":"700396_malava_kakamega"}
701351,{"id":424,"name":"701351_kipkelionwest_kericho"}
601819,{"id":425,"name":"601819_magarini_kilifi"}
711390,{"id":426,"name":"711390_chesumei_nandi"}
601932,{"id":427,"name":"601932_manyatta_embu"}
602860,{"id":428,"name":"602860_ndhiwa_homabay"}
700748,{"id":429,"name":"700748_navakholo_kakamega"}
602434,{"id":430,"name":"602434_kasarani_nairobi"}
703160,{"id":431,"name":"703160_rachuonyonorth_homabay"}
711214,{"id":432,"name":"711214_emgwen_nandi"}
600740,{"id":433,"name":"600740_likuyani_kakamega"}
700931,{"id":434,"name":"700931_ikolomani_kakamega"}
712687,{"id":435,"name":"712687_subukia_nakuru"}
702984,{"id":436,"name":"702984_rangwe_homabay"}
702119,{"id":437,"name":"702119_dagorettisouth_nairobi"}
700762,{"id":438,"name":"700762_navakholo_kakamega"}
602594,{"id":439,"name":"602594_subukia_nakuru"}
700999,{"id":440,"name":"700999_nyerisouth_nyeri"}
600242,{"id":441,"name":"600242_ndhiwa_homabay"}
709442,{"id":442,"name":"709442_magarini_kilifi"}
700284,{"id":443,"name":"700284_tetu_nyeri"}
700752,{"id":444,"name":"700752_navakholo_kakamega"}
701956,{"id":445,"name":"701956_starehe_nairobi"}
709189,{"id":446,"name":"709189_rabai_kilifi"}
708501,{"id":447,"name":"708501_nakuruwest_nakuru"}
600709,{"id":448,"name":"600709_malava_kakamega"}
709626,{"id":449,"name":"709626_kilifinorth_kilifi"}
701234,{"id":450,"name":"701234_mwingicentral_kitui"}
703456,{"id":451,"name":"703456_mathirawest_nyeri"}
712679,{"id":452,"name":"712679_nakuruwest_nakuru"}
701886,{"id":453,"name":"701886_embakasicentral_nairobi"}
601851,{"id":454,"name":"601851_lungalunga_kwale"}
701118,{"id":455,"name":"701118_mwingicentral_kitui"}
600216,{"id":456,"name":"600216_ndhiwa_homabay"}
711703,{"id":457,"name":"711703_nakurunorth_nakuru"}
705802,{"id":458,"name":"705802_belgut_kericho"}
701991,{"id":459,"name":"701991_westlands_nairobi"}
708764,{"id":460,"name":"708764_dagorettinorth_nairobi"}
700973,{"id":465,"name":"700973_mumiaseast_kakamega"}
701927,{"id":470,"name":"701927_mathare_nairobi"}
701055,{"id":475,"name":"701055_mwingicentral_kitui"}
708778,{"id":480,"name":"708778_mathare_nairobi"}
700502,{"id":1371,"name":"700502_shinyalu_kakamega"}
602388,{"id":1376,"name":"602388_rangwe_homabay"}
601702,{"id":489,"name":"601702_westlands_nairobi"}
710108,{"id":491,"name":"710108_emgwen_nandi"}
700380,{"id":497,"name":"700380_malava_kakamega"}
701986,{"id":502,"name":"701986_ruaraka_nairobi"}
700880,{"id":507,"name":"700880_likuyani_kakamega"}
708605,{"id":512,"name":"708605_kibra_nairobi"}
709220,{"id":519,"name":"709220_kilifisouth_kilifi"}
712178,{"id":524,"name":"712178_sunawest_migori"}
702144,{"id":1380,"name":"702144_ruaraka_nairobi"}
708645,{"id":1385,"name":"708645_embakasiwest_nairobi"}
708698,{"id":1390,"name":"708698_embakasiwest_nairobi"}
700825,{"id":1395,"name":"700825_butere_kakamega"}
705825,{"id":1400,"name":"705825_belgut_kericho"}
601638,{"id":1405,"name":"601638_embakasisouth_nairobi"}
701314,{"id":1410,"name":"701314_mwingicentral_kitui"}
701634,{"id":1415,"name":"701634_nyatike_migori"}
709294,{"id":1420,"name":"709294_nyatike_migori"}
712791,{"id":1425,"name":"712791_naivasha_nakuru"}
703956,{"id":1430,"name":"703956_bureti_kericho"}
701795,{"id":1435,"name":"701795_mukurwe-ini_nyeri"}
705730,{"id":1442,"name":"705730_manyatta_embu"}
602368,{"id":1447,"name":"602368_homabaytown_homabay"}
711187,{"id":1452,"name":"711187_kipkelionwest_kericho"}
600886,{"id":1457,"name":"600886_gilgil_nakuru"}
707170,{"id":1462,"name":"707170_nakurueast_nakuru"}
701140,{"id":1466,"name":"701140_kuresoinorth_nakuru"}
600718,{"id":1471,"name":"600718_ikolomani_kakamega"}
702013,{"id":1476,"name":"702013_dagorettinorth_nairobi"}
709297,{"id":1481,"name":"709297_nyatike_migori"}
602899,{"id":1486,"name":"602899_langata_nairobi"}
600369,{"id":1491,"name":"600369_rachuonyonorth_homabay"}
702046,{"id":1496,"name":"702046_starehe_nairobi"}
602720,{"id":1501,"name":"602720_khwisero_kakamega"}
602069,{"id":1506,"name":"602069_mbeerenorth_embu"}
701350,{"id":1511,"name":"701350_kipkelionwest_kericho"}
601639,{"id":1518,"name":"601639_makadara_nairobi"}
701961,{"id":1523,"name":"701961_embakasinorth_nairobi"}
712689,{"id":1528,"name":"712689_subukia_nakuru"}
706991,{"id":1533,"name":"706991_nyeritown_nyeri"}
708829,{"id":1538,"name":"708829_mathare_nairobi"}
702103,{"id":1547,"name":"702103_dagorettinorth_nairobi"}
707641,{"id":1552,"name":"707641_nakurunorth_nakuru"}
708848,{"id":1557,"name":"708848_embakasinorth_nairobi"}
600883,{"id":1562,"name":"600883_gilgil_nakuru"}
600474,{"id":1567,"name":"600474_ugunja_siaya"}
701061,{"id":1572,"name":"701061_mwinginorth_kitui"}
709208,{"id":1577,"name":"709208_kilifisouth_kilifi"}
700239,{"id":1582,"name":"700239_khwisero_kakamega"}
705905,{"id":2942,"name":"705905_nyerisouth_nyeri"}
709920,{"id":1591,"name":"709920_naivasha_nakuru"}
700353,{"id":1596,"name":"700353_mathiraeast_nyeri"}
602972,{"id":1601,"name":"602972_kibra_nairobi"}
700296,{"id":1606,"name":"700296_khwisero_kakamega"}
600361,{"id":1611,"name":"600361_rachuonyonorth_homabay"}
709503,{"id":1616,"name":"709503_subukia_nakuru"}
710047,{"id":1620,"name":"710047_njoro_nakuru"}
701123,{"id":1625,"name":"701123_mwingicentral_kitui"}
708806,{"id":1630,"name":"708806_kamukunji_nairobi"}
602779,{"id":1635,"name":"602779_lurambi_kakamega"}
700940,{"id":1640,"name":"700940_ikolomani_kakamega"}
602430,{"id":1648,"name":"602430_rachuonyosouth_homabay"}
701789,{"id":1653,"name":"701789_mathirawest_nyeri"}
710126,{"id":1658,"name":"710126_emgwen_nandi"}
709464,{"id":1662,"name":"709464_ganze_kilifi"}
601041,{"id":1667,"name":"601041_nakurueast_nakuru"}
600680,{"id":2920,"name":"600680_lurambi_kakamega"}
701632,{"id":2928,"name":"701632_nyatike_migori"}
702156,{"id":2933,"name":"702156_dagorettisouth_nairobi"}
602429,{"id":2947,"name":"602429_gem_siaya"}
700840,{"id":2952,"name":"700840_mumiaswest_kakamega"}
706912,{"id":2957,"name":"706912_nyeritown_nyeri"}
701063,{"id":2961,"name":"701063_kituisouth_kitui"}
600347,{"id":2966,"name":"600347_rachuonyonorth_homabay"}
601632,{"id":2971,"name":"601632_embakasicentral_nairobi"}
710062,{"id":2976,"name":"710062_makadara_nairobi"}
702106,{"id":2981,"name":"702106_dagorettinorth_nairobi"}
705440,{"id":2986,"name":"705440_hamisi_vihiga"}
709501,{"id":2991,"name":"709501_subukia_nakuru"}
600713,{"id":2996,"name":"600713_ikolomani_kakamega"}
708420,{"id":3001,"name":"708420_ruaraka_nairobi"}
602621,{"id":3004,"name":"602621_rarieda_siaya"}
701223,{"id":3013,"name":"701223_kituicentral_kitui"}
708893,{"id":3018,"name":"708893_starehe_nairobi"}
602759,{"id":3022,"name":"602759_lungalunga_kwale"}
707115,{"id":3026,"name":"707115_luanda_vihiga"}
712786,{"id":3035,"name":"712786_njoro_nakuru"}
703158,{"id":3040,"name":"703158_rachuonyonorth_homabay"}
600747,{"id":3049,"name":"600747_matungu_kakamega"}
702084,{"id":3054,"name":"702084_westlands_nairobi"}
702057,{"id":3059,"name":"702057_kibra_nairobi"}
701876,{"id":3064,"name":"701876_makadara_nairobi"}
703176,{"id":3069,"name":"703176_rachuonyoeast_homabay"}
709469,{"id":3074,"name":"709469_kilifinorth_kilifi"}
702280,{"id":3083,"name":"702280_kibra_nairobi"}
701764,{"id":3088,"name":"701764_mathirawest_nyeri"}
700969,{"id":3092,"name":"700969_mumiaseast_kakamega"}
700383,{"id":3097,"name":"700383_malava_kakamega"}
710321,{"id":3102,"name":"710321_mathiraeast_nyeri"}
702270,{"id":3107,"name":"702270_kibra_nairobi"}
601173,{"id":3112,"name":"601173_subukia_nakuru"}
702369,{"id":3116,"name":"702369_kipkelioneast_kericho"}
702555,{"id":3121,"name":"702555_ganze_kilifi"}
701292,{"id":3126,"name":"701292_ainamoi_kericho"}
700521,{"id":3131,"name":"700521_shinyalu_kakamega"}
600390,{"id":3136,"name":"600390_rachuonyosouth_homabay"}
701985,{"id":3140,"name":"701985_embakasicentral_nairobi"}
711311,{"id":3145,"name":"711311_mosop_nandi"}
700882,{"id":3154,"name":"700882_likuyani_kakamega"}
602322,{"id":3159,"name":"602322_rangwe_homabay"}
708711,{"id":3163,"name":"708711_mathare_nairobi"}
602180,{"id":3171,"name":"602180_khwisero_kakamega"}
712662,{"id":3180,"name":"712662_rongai_nakuru"}
700635,{"id":3185,"name":"700635_lugari_kakamega"}
600217,{"id":3202,"name":"600217_butere_kakamega"}
602623,{"id":3206,"name":"602623_rarieda_siaya"}
701219,{"id":3211,"name":"701219_kituicentral_kitui"}
709264,{"id":461,"name":"709264_sunawest_migori"}
710054,{"id":466,"name":"710054_kipkelioneast_kericho"}
701807,{"id":471,"name":"701807_makadara_nairobi"}
703165,{"id":476,"name":"703165_rachuonyonorth_homabay"}
600466,{"id":481,"name":"600466_subasouth_homabay"}
700373,{"id":1675,"name":"700373_malava_kakamega"}
701974,{"id":1680,"name":"701974_dagorettinorth_nairobi"}
600462,{"id":1685,"name":"600462_subasouth_homabay"}
702366,{"id":1690,"name":"702366_kipkelioneast_kericho"}
702018,{"id":1695,"name":"702018_kamukunji_nairobi"}
704661,{"id":1700,"name":"704661_kipkelioneast_kericho"}
701783,{"id":1705,"name":"701783_mathirawest_nyeri"}
601695,{"id":1710,"name":"601695_embakasinorth_nairobi"}
708183,{"id":2953,"name":"708183_navakholo_kakamega"}
701906,{"id":2958,"name":"701906_makadara_nairobi"}
701969,{"id":1723,"name":"701969_starehe_nairobi"}
703493,{"id":1728,"name":"703493_soinsigowet_kericho"}
702100,{"id":1734,"name":"702100_embakasinorth_nairobi"}
707098,{"id":1739,"name":"707098_luanda_vihiga"}
601080,{"id":1744,"name":"601080_nandihills_nandi"}
709182,{"id":1748,"name":"709182_rabai_kilifi"}
701348,{"id":1757,"name":"701348_kipkelionwest_kericho"}
701910,{"id":1761,"name":"701910_westlands_nairobi"}
708482,{"id":1766,"name":"708482_ganze_kilifi"}
601680,{"id":1771,"name":"601680_makadara_nairobi"}
600191,{"id":1778,"name":"600191_sunawest_migori"}
701850,{"id":1787,"name":"701850_embakasieast_nairobi"}
713228,{"id":1792,"name":"713228_mbeerenorth_embu"}
701754,{"id":1796,"name":"701754_mathiraeast_nyeri"}
708744,{"id":1801,"name":"708744_embakasisouth_nairobi"}
702561,{"id":1806,"name":"702561_ganze_kilifi"}
713290,{"id":1811,"name":"713290_mbeerenorth_embu"}
601143,{"id":1816,"name":"601143_njoro_nakuru"}
709474,{"id":1820,"name":"709474_kilifinorth_kilifi"}
700365,{"id":1825,"name":"700365_mathiraeast_nyeri"}
602776,{"id":1834,"name":"602776_lurambi_kakamega"}
709621,{"id":1839,"name":"709621_kilifinorth_kilifi"}
709616,{"id":1844,"name":"709616_kilifinorth_kilifi"}
701203,{"id":1849,"name":"701203_kituisouth_kitui"}
601761,{"id":1854,"name":"601761_kilifinorth_kilifi"}
701950,{"id":1859,"name":"701950_embakasinorth_nairobi"}
708545,{"id":1864,"name":"708545_njoro_nakuru"}
702135,{"id":1869,"name":"702135_embakasinorth_nairobi"}
701739,{"id":1874,"name":"701739_makadara_nairobi"}
702160,{"id":1879,"name":"702160_dagorettisouth_nairobi"}
